City_ID,City,Country,Date,Lat,Lng,Weather,Max Temp,Humidity,Cloudiness,Wind Speed
252,Tuatapere,NZ,2022-03-02 19:56:03,-46.1333,167.6833,Overcast Clouds,43.83,71,100,2.77
253,Providencia,MX,2022-03-02 19:56:04,28.7167,-111.5833,Broken Clouds,86.85,16,57,4.34
254,Khandyga,RU,2022-03-02 19:56:04,62.6667,135.6,Overcast Clouds,-35.25,100,95,1.52
255,Winnemucca,US,2022-03-02 19:56:05,40.973,-117.7357,Overcast Clouds,65.1,22,91,5.77
256,Soria,ES,2022-03-02 19:56:05,41.6667,-2.6667,Broken Clouds,41.02,99,66,3.11
257,Znamenskoye,RU,2022-03-02 19:56:06,57.1281,73.8282,Scattered Clouds,15.04,91,35,10.36
258,Auki,SB,2022-03-02 19:56:06,-8.7676,160.7034,Very Heavy Rain,77.25,89,100,0.45
259,Alofi,NU,2022-03-02 19:56:07,-19.0595,-169.9187,Broken Clouds,80.49,89,83,5.75
260,Sim,RU,2022-03-02 19:56:07,54.993,57.6982,Overcast Clouds,20.48,100,91,3.33
261,Zyryanka,RU,2022-03-02 19:56:08,65.75,150.85,Overcast Clouds,-10.37,96,100,8.43
262,Richards Bay,ZA,2022-03-02 19:56:08,-28.783,32.0377,Few Clouds,73.54,79,15,11.99
263,Sainte-Marie,RE,2022-03-02 19:56:09,-20.8968,55.5496,Clear Sky,78.96,89,0,3.44
264,Yulara,AU,2022-03-02 19:56:10,-25.2406,130.9889,Overcast Clouds,87.64,35,100,16.11
265,Nouadhibou,MR,2022-03-02 19:56:10,20.931,-17.0347,Sand,69.78,73,0,20.71
266,Chuy,UY,2022-03-02 19:56:11,-33.6971,-53.4616,Clear Sky,85.68,32,0,10.63
267,Margate,GB,2022-03-02 19:52:10,51.3813,1.3862,Overcast Clouds,46.96,81,100,1.99
268,Karasjok,NO,2022-03-02 19:56:00,69.4719,25.5112,Overcast Clouds,33.91,80,97,30.33
269,Barentu,ER,2022-03-02 19:56:12,15.1139,37.5928,Broken Clouds,82.63,36,64,4.23
270,Bethel,US,2022-03-02 19:56:12,41.3712,-73.414,Few Clouds,49.3,51,19,9.48
271,Lagoa,PT,2022-03-02 19:55:37,39.05,-27.9833,Overcast Clouds,57.54,63,88,18.3
272,Lazaro Cardenas,MX,2022-03-02 19:57:13,17.9583,-102.2,Clear Sky,84.24,47,0,9.98
273,Esperance,AU,2022-03-02 19:57:13,-33.8667,121.9,Scattered Clouds,60.64,61,45,20.09
274,Kavieng,PG,2022-03-02 19:57:14,-2.5744,150.7967,Overcast Clouds,80.8,78,100,6.13
275,Nizhniy Kuranakh,RU,2022-03-02 19:57:14,58.8353,125.4869,Overcast Clouds,-13.86,98,90,3.31
276,Meulaboh,ID,2022-03-02 19:57:15,4.1363,96.1285,Light Rain,77.76,86,100,4.79
277,Atar,MR,2022-03-02 19:57:15,20.5169,-13.0499,Clear Sky,78.71,20,0,12.91
278,Adrar,MR,2022-03-02 19:57:16,20.5022,-10.0711,Clear Sky,73.94,23,2,12.48
279,Nola,IT,2022-03-02 19:57:16,40.922,14.5329,Few Clouds,48.54,54,20,1.68
280,Diamantino,BR,2022-03-02 19:57:17,-14.4086,-56.4461,Overcast Clouds,83.19,74,94,2.66
281,Kaduqli,SD,2022-03-02 19:57:17,11.0167,29.7167,Clear Sky,85.06,20,1,5.66
282,Golovino,RU,2022-03-02 19:57:18,55.9613,40.4251,Overcast Clouds,21.42,97,100,3.33
283,Fort Wayne,US,2022-03-02 19:52:46,41.1306,-85.1289,Broken Clouds,58.05,55,75,12.66
284,Myitkyina,MM,2022-03-02 19:57:19,25.3833,97.4,Clear Sky,59.13,54,3,2.59
285,Pringsewu,ID,2022-03-02 19:57:19,-5.3582,104.9744,Overcast Clouds,72.25,88,97,2.84
286,Tagusao,PH,2022-03-02 19:57:20,9.1924,117.8141,Few Clouds,77.97,77,16,3.89
287,Sangar,RU,2022-03-02 19:57:20,63.9242,127.4739,Overcast Clouds,-22.36,99,90,3.2
288,Tutoia,BR,2022-03-02 19:57:21,-2.7619,-42.2744,Broken Clouds,87.78,87,80,9.53
289,Provideniya,RU,2022-03-02 19:55:45,64.3833,-173.3,Broken Clouds,12.61,95,57,8.81
290,San Patricio,US,2022-03-02 19:57:21,28.017,-97.5169,Clear Sky,76.01,50,10,10.69
291,Shelburne,CA,2022-03-02 19:57:22,44.0787,-80.2041,Overcast Clouds,33.57,62,100,12.82
292,Bathsheba,BB,2022-03-02 19:57:23,13.2167,-59.5167,Broken Clouds,84.81,70,75,14.97
293,Cururupu,BR,2022-03-02 19:57:23,-1.8283,-44.8683,Broken Clouds,81.18,76,82,5.57
294,Dong Hoi,VN,2022-03-02 19:57:24,17.4833,106.6,Overcast Clouds,68.27,92,89,2.86
295,Isangel,VU,2022-03-02 19:52:50,-19.55,169.2667,Overcast Clouds,80.71,94,100,9.22
296,Khor,RU,2022-03-02 19:57:24,47.8861,134.9464,Overcast Clouds,-5.75,100,100,6.76
297,West Wendover,US,2022-03-02 19:57:25,40.7391,-114.0733,Scattered Clouds,54.97,35,42,4.18
298,Kodiak,US,2022-03-02 19:57:25,57.79,-152.4072,Light Rain,36.91,87,100,24.16
299,Walvis Bay,NA,2022-03-02 19:57:25,-22.9575,14.5053,Clear Sky,68.95,73,3,9.22
300,Marinette,US,2022-03-02 19:55:27,45.1,-87.6307,Overcast Clouds,37.31,55,100,5.75
301,Altay,CN,2022-03-02 19:57:26,47.8667,88.1167,Light Snow,18.95,94,100,0.56
302,Halifax,CA,2022-03-02 19:52:53,44.6453,-63.5724,Broken Clouds,41.0,77,75,11.5
303,Mandan,US,2022-03-02 19:57:27,46.8267,-100.8896,Overcast Clouds,25.03,86,100,12.66
304,Juruti,BR,2022-03-02 19:57:27,-2.1522,-56.0922,Scattered Clouds,86.99,55,38,5.06
305,Constitucion,CL,2022-03-02 19:55:56,-35.3333,-72.4167,Few Clouds,70.07,69,11,15.73
306,Alice Springs,AU,2022-03-02 19:57:28,-23.7,133.8833,Clear Sky,72.95,49,2,4.61
307,Marawi,PH,2022-03-02 19:57:28,7.9986,124.2928,Few Clouds,66.65,95,12,0.58
308,Upernavik,GL,2022-03-02 19:57:29,72.7868,-56.1549,Broken Clouds,-7.98,87,55,7.31
309,Paraibano,BR,2022-03-02 19:57:29,-6.4331,-43.9836,Light Rain,78.24,90,100,0.87
310,Seddon,AU,2022-03-02 19:57:30,-37.8068,144.8916,Clear Sky,67.78,91,0,8.05
311,Hokitika,NZ,2022-03-02 19:57:31,-42.7167,170.9667,Broken Clouds,59.45,61,77,3.91
312,Pangody,RU,2022-03-02 19:57:31,65.85,74.4859,Overcast Clouds,2.37,93,100,5.48
313,Marzuq,YE,2022-03-02 19:57:31,14.4,46.4667,Clear Sky,67.12,69,0,5.48
314,Tual,ID,2022-03-02 19:57:32,-5.6667,132.75,Broken Clouds,83.66,73,72,8.84
315,Luangwa,ZM,2022-03-02 19:58:33,-15.6167,30.4167,Scattered Clouds,72.77,81,44,0.74
316,Taoudenni,ML,2022-03-02 19:58:33,22.6783,-3.9836,Scattered Clouds,74.05,22,40,13.44
317,Magadan,RU,2022-03-02 19:58:34,59.5667,150.8,Overcast Clouds,8.92,76,100,10.49
318,Port Macquarie,AU,2022-03-02 19:58:34,-31.4333,152.9167,Broken Clouds,67.96,92,74,11.39
319,Komsomolskiy,UZ,2022-03-02 19:58:35,40.4272,71.7189,Clear Sky,49.42,61,6,6.91
320,Imbituba,BR,2022-03-02 19:57:18,-28.24,-48.6703,Moderate Rain,85.89,92,100,5.44
321,Kaoma,ZM,2022-03-02 19:58:36,-14.7833,24.8,Broken Clouds,66.36,92,84,2.71
322,Knysna,ZA,2022-03-02 19:58:36,-34.0363,23.0471,Clear Sky,66.79,77,0,4.88
323,Basoko,CD,2022-03-02 19:58:37,1.2391,23.616,Overcast Clouds,72.27,91,100,4.07
324,Nabire,ID,2022-03-02 19:58:37,-3.3667,135.4833,Moderate Rain,75.04,93,91,3.0
325,Bandarbeyla,SO,2022-03-02 19:58:38,9.4942,50.8122,Clear Sky,76.32,70,8,14.65
326,Miles City,US,2022-03-02 19:58:38,46.4083,-105.8406,Mist,38.37,87,100,20.71
327,Naze,JP,2022-03-02 19:58:39,28.3667,129.4833,Clear Sky,51.94,67,3,8.97
328,Shihezi,CN,2022-03-02 19:58:39,44.3,86.0333,Overcast Clouds,28.13,80,100,2.35
329,Aklavik,CA,2022-03-02 19:58:40,68.2191,-135.0107,Scattered Clouds,2.23,65,40,9.22
330,Vanimo,PG,2022-03-02 19:58:40,-2.6741,141.3028,Light Rain,76.73,87,94,2.93
331,Tanauan,PH,2022-03-02 19:58:41,14.0863,121.1498,Broken Clouds,77.47,91,74,5.55
332,Waddan,LY,2022-03-02 19:58:41,29.1614,16.139,Clear Sky,52.03,50,5,12.28
333,Kalmunai,LK,2022-03-02 19:58:42,7.4167,81.8167,Overcast Clouds,76.5,84,100,9.53
334,Kinsale,IE,2022-03-02 19:58:42,51.7075,-8.5306,Broken Clouds,48.24,100,75,10.36
335,Yar-Sale,RU,2022-03-02 19:58:43,66.8333,70.8333,Light Snow,5.99,96,100,7.58
336,Kattivakkam,IN,2022-03-02 19:58:43,13.2167,80.3167,Overcast Clouds,80.08,84,90,8.55
337,Shakawe,BW,2022-03-02 19:58:44,-18.3667,21.85,Light Rain,68.09,90,98,2.55
338,Kununurra,AU,2022-03-02 19:58:44,-15.7667,128.7333,Scattered Clouds,78.78,94,38,3.44
339,Ixtapa,MX,2022-03-02 19:54:28,20.7,-105.2,Clear Sky,89.69,25,0,8.55
340,Aiquile,BO,2022-03-02 19:58:45,-18.2041,-65.1807,Overcast Clouds,69.31,66,100,10.67
341,Keti Bandar,PK,2022-03-02 19:58:45,24.1447,67.4497,Clear Sky,73.63,63,0,7.2
342,Dingle,PH,2022-03-02 19:58:45,10.9995,122.6711,Overcast Clouds,75.7,91,100,7.49
343,Saint-Denis,FR,2022-03-02 19:58:46,48.9167,2.3333,Clear Sky,50.11,67,0,4.61
344,Taytsy,RU,2022-03-02 19:58:46,59.6644,30.1147,Overcast Clouds,34.16,80,100,6.71
345,Lavrentiya,RU,2022-03-02 19:58:47,65.5833,-171.0,Overcast Clouds,10.65,96,99,4.76
346,Kruisfontein,ZA,2022-03-02 19:58:47,-34.0033,24.7314,Clear Sky,65.88,77,0,3.6
347,Cockburn Town,TC,2022-03-02 19:58:48,21.4612,-71.1419,Scattered Clouds,80.56,69,40,6.91
348,Tura,IN,2022-03-02 19:58:48,25.5198,90.2201,Clear Sky,62.62,46,0,2.59
349,Baisha,CN,2022-03-02 19:58:49,26.5222,110.9311,Broken Clouds,55.27,84,83,1.23
350,Dixon,US,2022-03-02 19:54:01,38.4455,-121.8233,Few Clouds,73.18,55,20,0.0
351,Huaidian,CN,2022-03-02 19:58:49,33.4333,115.0333,Clear Sky,45.39,62,0,4.52
352,Werda,BW,2022-03-02 19:58:50,-25.2667,23.2833,Few Clouds,79.52,44,16,5.5
353,Taurage,LT,2022-03-02 19:56:12,55.2522,22.2897,Broken Clouds,30.02,91,56,4.7
354,Boynton Beach,US,2022-03-02 19:55:45,26.5254,-80.0664,Scattered Clouds,77.05,60,37,9.98
355,Canyon,US,2022-03-02 19:58:50,34.9803,-101.9188,Clear Sky,76.01,8,10,2.91
356,Enshi,CN,2022-03-02 19:58:51,30.3,109.4833,Clear Sky,48.76,92,0,1.19
357,Trat,TH,2022-03-02 19:58:51,12.5,102.5,Overcast Clouds,82.98,87,99,2.39
358,Hondo,JP,2022-03-02 19:58:52,32.45,130.2,Clear Sky,45.95,56,4,11.77
359,Bam,IR,2022-03-02 19:59:52,29.106,58.357,Overcast Clouds,63.91,26,100,1.92
360,Weston,US,2022-03-02 19:58:16,26.1004,-80.3998,Overcast Clouds,79.02,74,94,1.01
361,Thompson,CA,2022-03-02 19:59:53,55.7435,-97.8558,Broken Clouds,-0.24,46,75,13.8
362,Marsh Harbour,BS,2022-03-02 19:59:53,26.5412,-77.0636,Clear Sky,73.81,69,4,12.91
363,Ko Samui,TH,2022-03-02 19:59:54,9.5357,99.9357,Broken Clouds,81.82,77,64,12.55
364,Ilulissat,GL,2022-03-02 19:59:54,69.2167,-51.1,Light Rain,35.73,49,100,22.79
365,Tessalit,ML,2022-03-02 19:59:55,20.1986,1.0114,Clear Sky,81.16,18,1,11.14
366,Derzhavinsk,KZ,2022-03-02 19:59:55,51.1,66.3167,Overcast Clouds,2.66,99,85,5.61
367,Skjervoy,NO,2022-03-02 19:59:56,70.0311,20.9714,Light Snow,33.98,68,100,35.21
368,Iquique,CL,2022-03-02 19:59:39,-20.2208,-70.1431,Broken Clouds,75.24,77,70,2.3
369,Broken Hill,AU,2022-03-02 19:57:59,-31.95,141.4333,Clear Sky,67.71,83,0,6.91
370,Anori,BR,2022-03-02 19:59:57,-3.7728,-61.6442,Overcast Clouds,82.02,84,89,3.18
371,Muros,ES,2022-03-02 19:59:57,42.7762,-9.0603,Overcast Clouds,54.23,93,100,14.09
372,Keflavik,IS,2022-03-02 19:59:57,64.0049,-22.5624,Light Rain,40.91,81,75,12.66
373,Teluk Nibung,ID,2022-03-02 19:59:58,3.001,99.8164,Overcast Clouds,75.43,93,100,4.34
374,Pospelikha,RU,2022-03-02 19:59:58,51.95,81.7667,Overcast Clouds,-4.88,100,100,5.19
375,Port Hardy,CA,2022-03-02 19:59:59,50.6996,-127.4199,Light Intensity Shower Rain,46.58,87,100,3.44
376,Fairbanks,US,2022-03-02 19:56:55,64.8378,-147.7164,Mist,15.1,86,40,0.0
377,Onguday,RU,2022-03-02 19:59:59,50.75,86.15,Broken Clouds,5.56,96,58,3.85
378,Boden,SE,2022-03-02 20:00:00,65.8252,21.6886,Clear Sky,37.4,74,5,8.48
379,Corn Island,NI,2022-03-02 20:00:00,12.1694,-83.0418,Clear Sky,80.33,70,3,20.6
380,Roxana,CR,2022-03-02 20:00:02,10.2753,-83.7513,Light Rain,88.03,71,62,3.83
381,Corinto,GR,2022-03-02 19:56:55,37.9407,22.9573,Broken Clouds,46.63,61,70,2.33
382,Bayburt,TR,2022-03-02 20:00:03,40.2589,40.2278,Overcast Clouds,34.95,97,100,5.08
383,Dicabisagan,PH,2022-03-02 20:00:08,17.0818,122.4157,Overcast Clouds,73.98,89,95,5.19
384,Joshimath,IN,2022-03-02 20:00:10,30.5667,79.5667,Overcast Clouds,39.6,58,91,8.77
385,Chara,RU,2022-03-02 20:00:11,56.9064,118.2631,Overcast Clouds,-3.1,73,100,2.04
386,Vardo,NO,2022-03-02 20:00:14,70.3705,31.1107,Broken Clouds,33.78,93,75,3.44
387,Havre-Saint-Pierre,CA,2022-03-02 20:00:16,50.2334,-63.5986,Overcast Clouds,21.56,79,100,12.66
388,Namatanai,PG,2022-03-02 20:00:20,-3.6667,152.4333,Overcast Clouds,78.26,82,100,4.65
389,Lodja,CD,2022-03-02 20:00:21,-3.4833,23.4333,Overcast Clouds,67.1,99,100,2.1
390,Marsa Matruh,EG,2022-03-02 20:00:22,31.3525,27.2453,Clear Sky,55.83,66,0,33.82
391,Boali,CF,2022-03-02 20:00:24,4.8005,18.1275,Overcast Clouds,84.67,35,94,0.56
392,Santa Cruz,BO,2022-03-02 19:55:32,-17.8,-63.1667,Broken Clouds,91.45,55,75,13.8
393,Hobyo,SO,2022-03-02 20:00:25,5.3505,48.5268,Few Clouds,78.33,77,11,19.55
394,Urgut,UZ,2022-03-02 20:00:26,39.4022,67.2431,Clear Sky,38.82,53,5,3.36
395,Lebanon,US,2022-03-02 20:00:26,36.2081,-86.2911,Clear Sky,75.96,29,0,4.61
396,Leningradskiy,RU,2022-03-02 20:00:27,69.3833,178.4167,Overcast Clouds,-0.81,98,99,5.77
397,Samana,DO,2022-03-02 20:00:28,19.2056,-69.3369,Few Clouds,81.21,69,11,8.48
398,Bambanglipuro,ID,2022-03-02 20:00:28,-7.95,110.2833,Overcast Clouds,75.54,90,99,6.78
399,Buta,CD,2022-03-02 20:00:29,2.7858,24.73,Light Rain,72.27,92,83,4.16
400,Mbulu,TZ,2022-03-02 20:00:30,-3.85,35.5333,Overcast Clouds,62.24,53,92,5.91
401,Nioro,GM,2022-03-02 20:00:31,13.35,-15.75,Overcast Clouds,87.13,19,96,6.55
402,Morogoro,TZ,2022-03-02 20:00:31,-6.8167,37.6667,Overcast Clouds,71.11,88,97,2.28
403,De-Kastri,RU,2022-03-02 20:00:32,51.4667,140.7833,Overcast Clouds,-0.76,97,96,4.52
404,Nizhniy Odes,RU,2022-03-02 20:00:32,63.6445,54.856,Overcast Clouds,28.18,90,100,10.89
405,Birin,NP,2022-03-02 20:00:33,26.8865,88.0718,Clear Sky,49.73,67,2,4.52
406,Lata,PT,2022-03-02 19:58:09,40.1629,-8.3327,Overcast Clouds,55.81,89,87,1.86
407,Smolenka,RU,2022-03-02 20:01:34,52.1352,113.4974,Overcast Clouds,6.87,72,100,2.24
408,Manuk Mangkaw,PH,2022-03-02 20:01:34,4.8,119.85,Clear Sky,81.16,77,10,6.33
409,Kiwira,TZ,2022-03-02 20:01:35,-9.1667,33.5333,Light Rain,64.47,94,100,2.98
410,Vinukonda,IN,2022-03-02 20:01:35,16.05,79.75,Overcast Clouds,69.67,69,96,2.48
411,Aleksandrovsk-Sakhalinskiy,RU,2022-03-02 20:01:35,50.8975,142.1561,Overcast Clouds,2.12,98,100,2.46
412,Faya,SA,2022-03-02 20:01:36,18.3851,42.4509,Few Clouds,62.22,57,14,6.2
413,Dublin,US,2022-03-02 20:00:59,37.7021,-121.9358,Overcast Clouds,72.54,56,100,1.99
414,Aleksandro-Nevskiy,RU,2022-03-02 20:01:36,53.4751,40.2095,Overcast Clouds,27.79,98,97,3.15
415,Hanzhong,CN,2022-03-02 20:01:37,33.0728,107.0303,Clear Sky,47.12,61,4,0.78
416,Uyutne,UA,2022-03-02 20:01:37,45.1994,33.3014,Overcast Clouds,39.29,78,88,11.54
417,Calama,CL,2022-03-02 20:01:38,-22.4667,-68.9333,Few Clouds,73.2,42,15,18.19
418,Masuguru,TZ,2022-03-02 20:01:38,-11.3667,38.4167,Overcast Clouds,72.46,94,100,3.56
419,Mildura,AU,2022-03-02 20:01:39,-34.2,142.15,Clear Sky,65.07,86,0,9.13
420,Trinidad,BO,2022-03-02 20:01:39,-14.8333,-64.9,Overcast Clouds,87.62,67,99,5.59
421,Taltal,CL,2022-03-02 20:01:39,-25.4,-70.4833,Few Clouds,69.57,72,24,4.59
422,Calabasas,US,2022-03-02 19:59:01,34.1578,-118.6384,Overcast Clouds,86.04,18,100,3.0
423,Ahipara,NZ,2022-03-02 20:01:40,-35.1667,173.1667,Overcast Clouds,66.81,65,100,14.9
424,Moerai,PF,2022-03-02 20:01:40,-22.4333,-151.3333,Few Clouds,81.48,67,20,11.36
425,Along,IN,2022-03-02 20:01:41,28.1667,94.7667,Clear Sky,54.45,77,5,2.37
426,Semey,KZ,2022-03-02 20:01:41,50.4111,80.2275,Overcast Clouds,10.33,99,98,2.01
427,Aljezur,PT,2022-03-02 20:01:42,37.3191,-8.8033,Overcast Clouds,54.61,75,100,9.31
428,Powell River,CA,2022-03-02 20:01:42,49.8496,-124.5361,Broken Clouds,52.29,87,75,10.36
429,Kemijarvi,FI,2022-03-02 20:01:43,66.7131,27.4306,Overcast Clouds,32.99,85,99,10.87
430,Otradnoye,RU,2022-03-02 20:01:43,59.7775,30.8181,Overcast Clouds,35.04,91,100,4.25
431,Claresholm,CA,2022-03-02 20:01:44,50.0333,-113.5852,Overcast Clouds,22.68,77,100,7.02
432,Los Llanos De Aridane,ES,2022-03-02 20:01:44,28.6585,-17.9182,Broken Clouds,62.35,77,75,13.8
433,Goure,NE,2022-03-02 20:01:45,13.9835,10.2704,Broken Clouds,77.02,5,54,8.79
434,Rocha,UY,2022-03-02 20:01:45,-34.4833,-54.3333,Clear Sky,86.09,32,1,12.37
435,Lincoln,US,2022-03-02 20:01:35,40.8,-96.667,Scattered Clouds,79.29,21,27,8.01
436,Nome,US,2022-03-02 20:00:34,64.5011,-165.4064,Broken Clouds,6.03,97,84,5.53
437,Santa Rosa,PH,2022-03-02 20:01:26,14.3122,121.1114,Scattered Clouds,79.11,82,50,8.59
438,Kholmogory,RU,2022-03-02 20:01:46,64.2229,41.656,Overcast Clouds,28.51,94,95,6.6
439,Saint George,US,2022-03-02 19:59:27,37.1041,-113.5841,Clear Sky,77.47,21,1,3.83
440,Afsin,TR,2022-03-02 20:01:47,38.2477,36.914,Light Rain,38.91,98,100,3.91
441,Tecpan,GT,2022-03-02 20:01:47,14.7623,-90.9947,Scattered Clouds,70.45,36,48,5.73
442,Tezu,IN,2022-03-02 20:01:48,27.9167,96.1667,Clear Sky,62.37,36,0,4.81
443,Necochea,AR,2022-03-02 20:00:09,-38.5473,-58.7368,Clear Sky,69.04,50,0,13.94
444,Axams,AT,2022-03-02 20:01:49,47.2081,11.2869,Broken Clouds,30.38,41,75,2.3
445,Warner Robins,US,2022-03-02 20:01:49,32.621,-83.5999,Clear Sky,80.94,21,0,5.75
446,Shenjiamen,CN,2022-03-02 20:01:49,29.9576,122.298,Clear Sky,47.95,79,0,8.19
447,Napanee,CA,2022-03-02 19:58:17,44.2501,-76.9494,Overcast Clouds,33.78,77,91,10.4
448,Mananjary,MG,2022-03-02 20:01:50,-21.2167,48.3333,Moderate Rain,76.41,93,100,5.95
449,Porto Belo,BR,2022-03-02 20:01:51,-27.1578,-48.5531,Overcast Clouds,81.25,89,100,2.1
450,Eyl,SO,2022-03-02 20:01:51,7.9803,49.8164,Clear Sky,75.24,74,2,16.71
451,Riyadh,SA,2022-03-02 20:01:52,24.6877,46.7219,Few Clouds,72.88,25,13,10.29
452,Jinchang,CN,2022-03-02 20:01:52,38.4953,102.1739,Overcast Clouds,35.11,25,100,8.23
453,Jutai,BR,2022-03-02 20:01:52,-5.1833,-68.9,Light Rain,79.61,79,93,3.65
454,Shache,CN,2022-03-02 20:02:53,38.4167,77.2406,Clear Sky,44.35,31,7,6.35
455,Trelew,AR,2022-03-02 20:02:54,-43.249,-65.3051,Clear Sky,79.2,31,3,6.55
456,Hay River,CA,2022-03-02 20:02:54,60.8156,-115.7999,Scattered Clouds,-1.44,87,38,4.88
457,San Isidro,PE,2022-03-02 20:02:55,-12.1167,-77.05,Broken Clouds,78.26,67,74,4.0
458,Pulandian,CN,2022-03-02 20:02:55,39.3953,121.9669,Clear Sky,28.53,44,0,3.42
459,Palana,RU,2022-03-02 20:02:56,59.1167,159.9667,Overcast Clouds,27.68,65,100,31.27
460,Berlevag,NO,2022-03-02 20:02:56,70.8578,29.0864,Broken Clouds,35.55,80,75,18.41
461,Yerbogachen,RU,2022-03-02 20:02:57,61.2767,108.0108,Light Snow,14.9,96,100,6.22
462,Ukiah,US,2022-03-02 20:02:57,39.1502,-123.2078,Clear Sky,72.45,53,0,1.01
463,Jumla,NP,2022-03-02 20:02:58,29.2747,82.1838,Few Clouds,36.1,76,12,3.53
464,Abu Kamal,SY,2022-03-02 20:02:59,34.4506,40.9171,Overcast Clouds,63.07,51,100,15.93
465,Dawlatabad,AF,2022-03-02 20:02:59,36.4141,64.9053,Broken Clouds,53.67,65,69,4.27
466,Dire,ML,2022-03-02 20:03:00,12.2833,-10.9667,Clear Sky,90.32,20,2,3.56
467,Winchester,GB,2022-03-02 20:03:00,51.0651,-1.3187,Few Clouds,47.01,77,20,4.61
468,Yaan,NG,2022-03-02 20:03:01,7.3833,8.5667,Broken Clouds,93.61,27,73,2.66
469,Moussoro,TD,2022-03-02 20:03:01,13.6408,16.4901,Overcast Clouds,82.56,4,100,11.52
470,Henties Bay,NA,2022-03-02 20:03:02,-22.116,14.2845,Few Clouds,63.86,84,11,8.63
471,Priiskovyy,RU,2022-03-02 20:03:03,51.9333,116.6333,Overcast Clouds,4.66,92,100,2.91
472,Serebryanyy Bor,RU,2022-03-02 20:03:03,56.8,124.8,Overcast Clouds,-28.34,100,100,1.95
473,Linhares,BR,2022-03-02 20:03:03,-19.3911,-40.0722,Broken Clouds,82.36,70,67,7.34
474,Borogontsy,RU,2022-03-02 20:03:04,62.6683,131.1683,Overcast Clouds,-25.82,100,100,2.51
475,Wanaka,NZ,2022-03-02 20:03:04,-44.7,169.15,Broken Clouds,54.1,76,62,0.69
476,Kota Kinabalu,MY,2022-03-02 20:03:05,5.9749,116.0724,Few Clouds,73.38,94,20,3.44
477,Abu Samrah,SY,2022-03-02 20:03:05,35.3029,37.1841,Overcast Clouds,56.55,71,100,14.27
478,Biak,ID,2022-03-02 20:03:06,-0.9131,122.8766,Overcast Clouds,76.64,83,89,3.22
479,Yatou,CN,2022-03-02 20:03:06,37.15,122.3833,Clear Sky,36.64,53,0,3.53
480,Xinqing,CN,2022-03-02 20:03:07,48.2333,129.5,Overcast Clouds,-6.05,100,94,3.27
481,Tavda,RU,2022-03-02 20:03:07,58.0425,65.2726,Broken Clouds,27.01,88,77,10.87
482,Longyearbyen,SJ,2022-03-02 20:03:08,78.2186,15.6401,Light Snow,12.04,92,75,9.22
483,Acapulco,MX,2022-03-02 20:02:19,16.8634,-99.8901,Clear Sky,85.78,53,5,10.49
484,Turukhansk,RU,2022-03-02 20:03:09,65.8167,87.9833,Overcast Clouds,-7.49,98,99,5.41
485,La Ronge,CA,2022-03-02 20:00:18,55.1001,-105.2842,Clear Sky,4.64,75,6,5.03
486,Chapais,CA,2022-03-02 20:03:10,49.7834,-74.8492,Overcast Clouds,8.02,72,100,8.7
487,Umm Lajj,SA,2022-03-02 20:03:10,25.0213,37.2685,Clear Sky,74.57,75,5,2.42
488,Rio Grande,BR,2022-03-02 20:03:11,-32.035,-52.0986,Clear Sky,85.95,58,0,4.0
489,Grand Gaube,MU,2022-03-02 20:03:11,-20.0064,57.6608,Light Rain,78.39,89,32,3.0
490,Waw,SS,2022-03-02 20:03:12,7.7029,27.9953,Overcast Clouds,85.62,47,100,7.4
491,Sterling,US,2022-03-02 20:03:12,39.0062,-77.4286,Broken Clouds,64.53,46,75,6.91
492,Harboore,DK,2022-03-02 20:03:13,56.6175,8.1807,Clear Sky,38.08,87,1,4.97
493,Birnin Kebbi,NG,2022-03-02 20:03:13,12.4539,4.1975,Broken Clouds,87.76,9,57,6.62
494,Okha,RU,2022-03-02 20:03:14,53.5739,142.9478,Overcast Clouds,-7.65,100,95,9.44
495,Praia,CV,2022-03-02 20:02:53,14.9215,-23.5087,Few Clouds,72.14,83,20,18.41
496,Lahij,YE,2022-03-02 20:03:15,13.1667,44.5833,Clear Sky,72.41,63,3,3.67
497,Ustka,PL,2022-03-02 20:03:15,54.5805,16.8619,Clear Sky,34.84,85,1,6.44
498,Miri,MY,2022-03-02 20:03:16,4.4148,114.0089,Overcast Clouds,74.91,94,96,4.76
499,Lembeni,TZ,2022-03-02 20:04:16,-3.7833,37.6167,Overcast Clouds,75.43,42,99,9.64
500,Caucasia,CO,2022-03-02 20:04:17,7.9865,-75.1935,Broken Clouds,90.55,54,83,4.14
501,Itamarandiba,BR,2022-03-02 20:04:17,-17.8572,-42.8589,Broken Clouds,71.78,83,79,4.34
502,Sayyan,YE,2022-03-02 20:04:18,15.1718,44.3244,Clear Sky,57.02,36,7,11.99
503,Visby,SE,2022-03-02 20:04:18,57.6409,18.296,Clear Sky,30.42,93,1,5.75
504,Inhambane,MZ,2022-03-02 20:04:19,-23.865,35.3833,Clear Sky,73.27,70,0,10.16
505,Narsaq,GL,2022-03-02 20:04:20,60.9167,-46.05,Light Snow,25.02,95,100,7.18
506,Escanaba,US,2022-03-02 20:04:20,45.7453,-87.0646,Overcast Clouds,31.68,75,100,10.36
507,Coquimbo,CL,2022-03-02 20:04:21,-29.9533,-71.3436,Clear Sky,68.25,72,3,6.17
